Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals,
2032,68.17277015,0.0001321,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2033,68.2725042,0.09973405,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2034,68.2726343,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2035,68.2727663,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2036,68.3725082,0.0997419,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2037,68.3726383,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2038,68.3727704,0.0001321,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2039,68.47251085,0.09974045,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2040,68.4726404,0.00012955,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2041,68.47277245,0.00013205,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2042,68.57250655,0.0997341,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2043,68.5726366,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2044,68.5727687,0.0001321,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2045,68.6725111,0.0997424,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2046,68.6726407,0.0001296,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2047,68.6727727,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2048,68.7725068,0.0997341,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2049,68.77263685,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2050,68.77276895,0.0001321,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2051,68.87250935,0.0997404,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2052,68.87263895,0.0001296,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2053,68.872771,0.00013205,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2054,68.9725095,0.0997385,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2055,68.9726391,0.0001296,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2056,68.9727711,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2057,69.0725155,0.0997444,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2058,69.0726456,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2059,69.0727776,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2060,69.17251365,0.09973605,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2061,69.17264375,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2062,69.17277575,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2063,69.2725118,0.09973605,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2064,69.2726419,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2065,69.2727739,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2066,69.3725158,0.0997419,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2067,69.3726459,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2068,69.372778,0.0001321,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2069,69.4725179,0.0997399,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2070,69.472648,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2071,69.47278005,0.00013205,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2072,69.57251805,0.099738,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2073,69.57264815,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2074,69.57278015,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2075,69.67251815,0.099738,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2076,69.6726482,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2077,69.6727803,0.0001321,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2078,69.7725183,0.099738,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2079,69.7726484,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2080,69.7727804,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2081,69.87251455,0.09973415,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2082,69.8726446,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2083,69.8727766,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2084,69.97252055,0.09974395,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2085,69.9726506,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2086,69.9727826,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2087,70.0725226,0.09974,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2088,70.0726526,0.00013,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2089,70.0727847,0.0001321,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2090,70.1725227,0.099738,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2091,70.1726528,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2092,70.1727848,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2093,70.27252285,0.09973805,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2094,70.27265285,0.00013,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2095,70.27278495,0.0001321,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2096,70.37252295,0.099738,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2097,70.372653,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2098,70.372785,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2099,70.4725255,0.0997405,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2100,70.4726551,0.0001296,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2101,70.4727871,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2102,70.57252565,0.09973855,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2103,70.57265525,0.0001296,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2104,70.57278725,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2105,70.67252575,0.0997385,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2106,70.67265535,0.0001296,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2107,70.6727874,0.00013205,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2108,70.7725215,0.0997341,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2109,70.7726516,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2110,70.7727836,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2111,70.872528,0.0997444,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2112,70.87265805,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2113,70.87279005,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2114,70.97252805,0.099738,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2115,70.97265815,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2116,70.9727902,0.00013205,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2117,71.07253015,0.09973995,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2118,71.0726602,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2119,71.0727922,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2120,71.17252445,0.09973225,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2121,71.17265455,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2122,71.17278605,0.0001315,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2123,71.2725304,0.09974435,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2124,71.27266045,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2125,71.27279255,0.0001321,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2126,71.37253245,0.0997399,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2127,71.37266255,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2128,71.3727946,0.00013205,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2129,71.4725268,0.0997322,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2130,71.47265685,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2131,71.47278885,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2132,71.5725327,0.09974385,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2133,71.5726628,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2134,71.57279485,0.00013205,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2135,71.67252895,0.0997341,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2136,71.672659,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2137,71.6727911,0.0001321,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2138,71.7725291,0.099738,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2139,71.7726592,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2140,71.7727912,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2141,71.8725351,0.0997439,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2142,71.8726652,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2143,71.8727972,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2144,71.9725352,0.099738,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2145,71.97266525,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2146,71.97279725,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2147,72.07253535,0.0997381,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2148,72.0726654,0.00013005,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2149,72.0727974,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2150,72.1725335,0.0997361,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2151,72.1726636,0.0001301,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2152,72.1727956,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
2153,72.272538,0.0997424,67108864,F,F,Bench_A,Simformation,dSpace,C1,F,F,C4,9,,,,,,,,,MPHSpeed,25
2154,72.2726676,0.0001296,67108864,F,F,Bench_C,Simformation,dSpace,C3,F,F,AC,0D,,,,,,,,,MPHSpeed,35
2155,72.2727996,0.000132,67108864,F,F,Bench_F,Simformation,dSpace,C6,F,F,88,13,,,,,,,,,MPHSpeed,50
